"county","census_tract","population","ozone_pollution","particle_pollution","cancer_life_prob","disposal_area","lead_area","park_area","walkability","highway_area","impaired_water","minority","minority_category","poverty","uninsured","no_high_school","unemployed","high_blood_pressure","asthma","cancer","mental_health","diabetes","env_burden_rank","health_vuln_rank","social_vuln_rank","env_justice_rank"
"McDowell",9708,4495,0,8.27,24.63,0,0,4.76,3.83,20.4,0.02,2,"less_25",41.2801,12.7,12.3,2.5,39.7,9.8,8.1,14.7,12.6,0.1824,0.6,0.5476,0.5401
"McDowell",9709.01,7063,0,8.74,30.46,0,0,7.44,4.42,30.88,3.25,10.1,"less_25",41.1978,12.1,19.1,9.3,37.1,9.9,6.9,16.3,12.3,0.1446,0.6,0.7946,0.6409
"McDowell",9709.02,5152,0,8.5,27.07,0,0,0,3.61,23.72,2.15,7.6,"less_25",41.4014,9.7,17.1,5.7,38.4,10.5,7.4,17.2,13.1,0.1196,0.8,0.7288,0.6887
"Macon",9701,2790,0.33,8.03,24.35,0,0,100,5,10.93,19.97,5.9,"less_25",31.2545,7.6,8.4,2.6,41.4,9.3,9.3,13.1,12.9,0.0174,0.6,0.3546,0.3382
"Macon",9702,3828,0.33,8.11,22.56,0,0,100,3.33,10.71,2.66,6.5,"less_25",51.8828,6.1,10.8,6.8,40.6,9.9,9,15,14.6,0.117,0.6,0.8144,0.6372
"Macon",9703.01,3969,0.33,8.02,25.87,0,0,100,7.67,58.31,44.64,17.6,"less_25",42.2009,16.8,15.4,5.6,39.2,10,8.2,15.6,13.4,0.4474,0.8,0.8846,0.8605
"Macon",9703.02,4292,0.33,8.05,24.58,0,0,100,6.94,28.39,29.63,23.3,"less_25",34.9856,17,13.9,2.7,41.2,9.4,9.9,13.4,13.8,0.2947,0.6,0.8266,0.719
"Macon",9704,4225,0.33,7.88,24.4,0,0,100,5.83,27.3,18.29,6.8,"less_25",36.6452,13.9,10,3.4,42.4,9.6,9.4,14,14,0.0981,0.6,0.5749,0.5101
"Macon",9705.01,1363,0.33,7.77,22.23,0,0,100,8.5,48.59,5.98,5.1,"less_25",23.6111,11.6,8.7,2.7,40.6,8.6,11.2,10.7,12.9,0.012,0.6,0.5159,0.4288
"Macon",9705.02,2128,0.33,7.77,23,0,0,100,8.33,15.28,1.87,4.9,"less_25",21.4998,9.8,8.1,2.2,41.5,8.7,10.9,10.9,12.9,0.0046,0.6,0.4703,0.3991
"Macon",9706,5601,0.33,7.9,24.29,0,0,100,5.87,33.82,2.79,10.6,"less_25",34.2439,15.3,8.6,12.3,39.8,9.5,9.3,13.8,13.8,0.0605,0.6,0.6535,0.5316
"Macon",9707,6617,0.33,8.01,23.45,0,0,100,5.93,22.18,0.91,9.8,"less_25",30.5136,14.7,10.8,0.9,37.8,9.6,8.5,14.2,12.4,0.0407,0.6,0.4897,0.4301
"Madison",101,2553,0.67,8.09,23.35,0,0,95.83,4.08,9.71,1.11,3.8,"less_25",45.6016,11.4,19.8,2.1,37.4,10.3,8.5,16.1,14.1,0.0205,0.8,0.7123,0.638
"Madison",102,2175,0.67,8.11,22.94,0,0,95.98,5.17,19.88,0.01,2.6,"less_25",46.5314,9.6,15.7,9.8,40.6,10.4,8.8,16.4,14.7,0.053,1,0.7974,0.7676
"Madison",104,1474,0.67,8.1,23.96,0,0,33.96,4,19.03,0,7.5,"less_25",46.8579,12.9,18.7,10.1,37.3,10.2,8,16,12.6,0.1171,0.8,0.7385,0.6918
"Madison",105,4250,0.67,8.12,24.87,0,0,14.39,7.06,21.17,2.99,4.3,"less_25",24.3158,13.1,15.1,0.8,35.2,9.6,8,14.4,11,0.1308,0.4,0.5037,0.3748
"Madison",106,7781,0.67,8.05,24.24,0,0,1.29,4.77,21.61,3.53,7.1,"less_25",32.1946,7.5,6.1,6.3,31.8,9.4,7.3,13.9,9.9,0.2178,0,0.4739,0.1798
"Madison",107,3266,0.67,7.95,22.91,0,0,26.5,3.33,54.24,4.71,8.5,"less_25",37.8445,5.5,14.9,3.1,36.4,9.9,8.1,15.2,12.6,0.059,0.6,0.5974,0.5013
"Martin",9701,4508,0,7.77,26.4,0,0,5.76,3.39,21.73,0,34.3,"btwn_25_50",42.4932,7,11.9,8,40.8,10.5,7.5,15.4,14.9,0.2046,0.8,0.6916,0.7089
"Martin",9702,3905,0,7.96,26.96,0,0,9.42,8.75,81.18,0,51.4,"btwn_50_75",45.6819,14.4,11.6,18.4,44.8,10.8,8.2,14.6,16.9,0.1419,0.8,0.9471,0.7823
"Martin",9703,3774,0,7.98,26.72,0,0,12.4,6.21,26.03,0,55.4,"btwn_50_75",43.1122,5,15.9,11.2,44.5,11.2,7.7,15.4,17,0.1168,0.8,0.8536,0.7386
"Martin",9704,2093,0,8.18,26.95,0,0,12.53,3.61,1.93,0,71.4,"btwn_50_75",43.956,9.7,28.1,14.6,50.2,12,8,16.7,20.7,0.0485,1,0.8833,0.7974
"Martin",9705,5306,0,8.01,26.4,0,0,0,3.71,22.61,0,28.9,"btwn_25_50",37.4477,10.5,15.6,11.6,40.7,10.5,7.3,15.9,14.1,0.2056,0.8,0.7458,0.7314
"Martin",9706,3263,0,8.2,26.78,0,0,0,5.28,50.43,0.12,69.9,"btwn_50_75",51.8859,14.4,23.1,9.1,51,12.2,7.9,16.7,21,0.6021,1,0.9376,0.9647
"Mecklenburg",1,5897,1.33,10.24,46.15,0,0,100,16.47,100,47.94,29.5,"btwn_25_50",10.6887,4.4,0.1,1.5,15.5,7.7,3.2,10.1,3.3,0.6708,0,0.0509,0.1951
"Mecklenburg",3,1115,1.33,10.25,43.03,0,0,100,16.83,100,43.74,30.9,"btwn_25_50",33.0045,3.4,6.1,6.2,35.4,9.5,5.9,11.7,11.2,0.5898,0.2,0.232,0.3678
"Mecklenburg",4,3490,1.33,10.25,45,0,0,100,18.58,100,50.89,22.1,"less_25",20.6017,4.5,2.7,2.5,23.6,8,4.4,9.7,6.3,0.6643,0,0.0603,0.1964
"Mecklenburg",5,5438,1.67,10.23,45.26,0,0,100,17.39,100,52.7,43.6,"btwn_25_50",23.4206,4.4,11.6,2.6,23,8.8,3.6,11.7,5.8,0.8201,0,0.3432,0.4493
"Mecklenburg",6,2962,1.33,10.24,44.03,0,0,100,16.25,100,43.74,54.7,"btwn_50_75",35.7043,3,6.5,2.8,23.1,8.6,2.9,12.3,5.8,0.6562,0,0.3621,0.3658
"Mecklenburg",7,1001,1.67,10.21,42.25,95.74,0,100,14.33,100,43.74,56.3,"btwn_50_75",38.8611,8.8,6,0.7,26.7,9.4,3.5,13,7.6,0.8704,0,0.2162,0.4057
"Mecklenburg",8,2975,1.67,10.23,42.27,63.77,0,100,14.58,100,43.74,85.7,"greater_75",64.2017,15.9,13.8,14.1,39.3,13,4.1,18.7,14,0.8755,0.8,0.8952,0.9711
"Mecklenburg",9,1825,1.67,10.22,42.42,100,0,100,14.75,88.24,43.74,62.1,"btwn_50_75",43.1233,20.1,20.8,6.8,44.7,11.8,5.8,15.4,16.5,0.8734,0.6,0.6333,0.8535
"Mecklenburg",10,3031,1.67,10.22,42.29,43.36,0,100,15.22,92.74,43.74,13.2,"less_25",9.6668,5,2.1,4.9,21.4,8.1,5,9.6,5,0.8744,0,0.0147,0.288
"Mecklenburg",11,2991,1.33,10.22,41.78,0,0,100,14.25,100,43.74,13.5,"less_25",15.1789,9.4,3.1,0.9,21,8.1,4.8,10.7,4.7,0.7036,0,0.0408,0.2066
"Mecklenburg",12,5055,1.67,10.2,41.55,2.65,0,100,13.22,28.51,43.74,45.1,"btwn_25_50",27.8502,16.7,18.1,2.9,26.3,8.7,5,12,7.5,0.7622,0,0.5146,0.5119
"Mecklenburg",13,4084,1.67,10.19,41.26,21.86,0,100,14.33,19.23,43.74,56.5,"btwn_50_75",41.1486,17.7,21.6,5.2,36.9,10.6,5.9,14.7,12.4,0.8512,0.6,0.7659,0.8845
"Mecklenburg",14,3243,1.67,10.19,40.76,71.14,0,100,15.75,95.28,43.74,41.1,"btwn_25_50",25.7169,11.6,11.2,4.6,24.9,9.3,4.1,13,6.8,0.8431,0,0.2442,0.4062
"Mecklenburg",15.04,6940,2.33,10.16,39.9,0,0,99.68,11.5,51.73,43.88,87.6,"greater_75",65.8258,22,34.2,9.7,39.5,12.1,5,17,13.9,0.7904,0.8,0.9656,0.9684
"Mecklenburg",15.05,3581,2.33,10.15,39.86,0,0,13.45,8.5,99.05,74.52,71.9,"btwn_50_75",43.0493,21.3,24.5,2.6,34.6,10,5.2,14.5,11.4,0.9179,0,0.789,0.7132
"Mecklenburg",15.07,5216,2.33,10.13,39.15,0,0,100,12.06,100,43.96,93.3,"greater_75",71.6123,31.4,33,8.3,38,12.3,4,19.8,15.4,0.5497,0.8,0.9354,0.9033
"Mecklenburg",15.08,6893,2.67,10.11,39.36,0,0,41.84,11.06,96.91,72.44,77,"greater_75",34.1071,12.9,15.1,11.4,34.4,10.1,5.3,13.1,10.6,0.5656,0,0.6823,0.4966
"Mecklenburg",15.09,3699,2.33,10.16,40.14,0,0,82.33,10.83,96.11,47.81,95.9,"greater_75",45.5604,21.4,16.5,8.3,45,11.6,5.9,14.2,15.9,0.9197,0.6,0.9533,0.9496
"Mecklenburg",15.1,3247,2.33,10.14,39.39,0,0,87.82,10.67,94.63,45,94.7,"greater_75",34.6782,14.5,16,6.1,42.1,10.8,6.1,13,14.7,0.8896,0.6,0.8177,0.909
"Mecklenburg",16.03,4366,2.33,10.16,41.14,0,0,89.4,8.42,1.13,44.01,60.9,"btwn_50_75",47.2591,21.4,18,2.1,40.5,10,8.3,13.8,13.7,0.5136,0.6,0.9125,0.8291
"Mecklenburg",16.05,1738,1.67,10.18,41.29,0,0,100,13,5.28,43.74,64,"btwn_50_75",46.8406,29.7,21.6,6.7,30.2,10.2,4.4,15.8,10.9,0.3377,0.2,0.7909,0.5392
"Mecklenburg",16.06,4569,2.33,10.16,40.98,0,0,100,13,33.91,43.93,77,"greater_75",53.0237,39.7,34.8,4.4,33.5,9.9,5.4,14.9,12,0.4382,0,0.774,0.4761
"Mecklenburg",16.07,3277,2.33,10.15,40.8,0,0,48.69,11.83,93.35,71.73,86.8,"greater_75",67.5726,38.6,32.5,7.9,37.1,11.2,6,16.9,12.6,0.4877,0.8,0.9593,0.8928
"Mecklenburg",16.08,4442,2.33,10.16,40.55,0,0,97.3,8.58,34.84,43.74,84.3,"greater_75",61.2787,25.5,29.6,11.3,37,11.3,4.8,17,14.1,0.6779,0.8,0.9681,0.9431
"Mecklenburg",16.09,3443,2.33,10.13,40.33,0,0,0,11,80.93,72.12,86.6,"greater_75",48.3728,19.5,22.2,7.4,33.7,10.5,4.8,15.3,11.3,0.6366,0.2,0.7632,0.6679
"Mecklenburg",17.01,4434,1.67,10.21,41.39,0,0,100,14.75,100,43.74,68.7,"btwn_50_75",63.622,17.4,25,3.8,30.6,10.7,3.9,17.1,10.9,0.6435,0.4,0.8705,0.7912
"Mecklenburg",17.02,5881,1.33,10.18,41.1,0,0,100,13.79,100,46.9,71.7,"btwn_50_75",61.3283,27.9,30.1,5.8,33.4,11.2,4.5,18.5,12.3,0.659,0.6,0.7649,0.8284
"Mecklenburg",18.01,1348,1.33,10.22,42.1,0,0,100,13.5,100,43.74,46.1,"btwn_25_50",44.7329,17.4,7.6,2.8,29,9.9,4.4,14.4,8.4,0.7275,0,0.5726,0.5242
"Mecklenburg",18.02,2990,1.33,10.19,41.45,0,0,100,14.17,99.99,58.32,35.2,"btwn_25_50",34.4147,9.7,5,1,29.2,9,5.4,12.4,8.1,0.7726,0,0.3369,0.4188
"Mecklenburg",19.1,5917,2,10.11,40.2,0,0,100,13.44,95.39,72.5,89.6,"greater_75",56.8617,30.9,36,8.2,33.7,10.7,4.2,16.5,11.8,0.4564,0.4,0.8632,0.7183
"Mecklenburg",19.11,5920,2,10.09,39.69,0,0,94.59,10.11,42.08,72.5,72.6,"btwn_50_75",36.3652,20.2,13.1,2.4,33.9,10.2,5.6,14,11.3,0.3232,0,0.6709,0.351
"Mecklenburg",19.12,8311,2.33,10.12,40.04,0,0,30.9,12.29,100,72.5,92.6,"greater_75",61.6773,26.5,35.6,10.6,34.8,11.4,4.3,17.1,12.2,0.6099,0.4,0.8897,0.7859
"Mecklenburg",19.14,3271,1.67,10.16,41.47,0,0,84.59,14.42,100,81.74,59.7,"btwn_50_75",49.0676,18.1,22.3,4.8,34.1,10.1,5.4,14.5,11,0.7469,0,0.7095,0.6022
"Mecklenburg",19.15,7190,1.67,10.12,39.96,0,0,100,13.04,100,72.5,86.8,"greater_75",50.7232,21.1,17.7,6.2,30.8,10.7,4.1,15.6,8.9,0.6637,0.4,0.8136,0.778
"Mecklenburg",19.16,4624,2.33,10.07,39.65,17.18,0,28.91,13.17,99.57,72.5,73.1,"btwn_50_75",40.5061,15.5,13,3.5,34.4,9.6,6,12.8,10.2,0.8038,0,0.5917,0.5727
"Mecklenburg",19.17,4620,2.33,10.04,38.87,0.97,0,0,9.92,66.77,72.15,70.6,"btwn_50_75",40.368,22.8,19.6,4.7,33.6,10.5,5.7,15.5,11.1,0.9445,0.4,0.8516,0.8787
"Mecklenburg",19.18,4450,2,10.15,41.25,0,0,100,10.5,100,68.5,80.8,"greater_75",46.8041,22.3,17.2,4.1,34.1,11,5.5,15,10.8,0.6256,0.2,0.8058,0.6815
"Mecklenburg",19.19,4354,1.67,10.14,40.83,0,0,100,9.44,99.94,72.73,74,"btwn_50_75",45.6076,17.5,17.3,5.8,36.1,10.8,5.3,15.6,12.4,0.5671,0.8,0.7901,0.8676
"Mecklenburg",19.2,5936,1.67,10.13,40.38,0,0,100,11.22,92.61,72.5,84,"greater_75",62.5,26.9,17.2,15.8,33.7,10.7,4.3,16.7,12.9,0.5053,0.6,0.7863,0.7832
"Mecklenburg",19.21,3017,2,10.1,39.88,0,0,100,13.67,74.18,72.5,76.6,"greater_75",47.1295,19.3,19,8.7,31.9,10.2,4.8,14.2,10.2,0.3823,0,0.8211,0.471
"Mecklenburg",19.22,4710,2.67,10.07,39.8,75.55,0,0,13.17,99.58,72.55,75.8,"greater_75",51.0828,18,10.9,12,37.1,10.7,5,14.9,12,0.978,0.4,0.7328,0.8547
"Mecklenburg",19.23,4594,2.33,10.09,40.01,30.52,0,27.87,7.08,100,72.5,80.7,"greater_75",39.3339,24.5,13.7,4.4,35.1,10.7,4.7,15.2,10.7,0.8893,0.4,0.6452,0.7984
"Mecklenburg",20.02,6209,1.33,10.19,41.1,0,0,12.51,13.67,2.34,86.45,20.5,"less_25",8.2158,6,4,4.8,29.5,7.9,8.2,8.7,7.3,0.6012,0.2,0.3102,0.4199
"Mecklenburg",20.03,6164,1.67,10.15,40.43,0,0,96.04,6.17,20.12,72.9,38.9,"btwn_25_50",23.127,12.8,15.8,3.1,34.2,9.2,8.1,11.4,10.3,0.6764,0.2,0.5524,0.5891
"Mecklenburg",20.04,5448,1.67,10.16,40.27,0,0,73.78,11.11,0,72.61,43.1,"btwn_25_50",15.3818,9.4,3.6,0,28.6,8.5,6.7,10,7.1,0.3942,0,0.2884,0.1751
"Mecklenburg",21,2786,1.67,10.2,41.51,0,0,97.91,9.5,33.21,85.21,45.1,"btwn_25_50",36.2756,14.5,6.4,4.6,32.6,9.3,6.9,12.5,9.9,0.8001,0,0.616,0.583
"Mecklenburg",22,5149,1.33,10.24,41.58,0,0,91.21,13.08,2.42,52.14,13.1,"less_25",13.2373,3.8,1.3,0.5,25.1,7.8,6.7,8.9,5.8,0.4907,0,0.1158,0.1385
"Mecklenburg",23,3431,1.33,10.24,41.72,0,0,100,15.67,80.93,43.77,97,"greater_75",81.3668,7.9,27.2,14,42.6,14.1,4.5,21.1,17.3,0.5982,0.8,0.9435,0.9178
"Mecklenburg",24,3484,1.33,10.24,42.53,0,0,100,14.56,96.47,43.74,14.8,"less_25",19.7869,11.5,2.9,3.5,22.1,8.4,4.9,11.4,5.4,0.6522,0,0.1556,0.2414
"Mecklenburg",25,1932,1.33,10.23,43.11,0,0,100,16.25,100,43.74,13.9,"less_25",14.4974,4,0.9,3,20.2,8.1,4.9,10.2,4.4,0.6734,0,0.0761,0.2096
"Mecklenburg",26,1067,1.33,10.25,42.71,0,0,100,15.83,100,43.74,49.7,"btwn_25_50",29.0534,9,7.2,11.6,27.3,9.6,4.7,12.9,7.9,0.5485,0,0.4218,0.337
"Mecklenburg",27.01,2447,1.33,10.25,42.12,0,0,100,13.89,37.64,43.74,6.5,"less_25",15.7689,3.5,2.8,2.5,32.5,8.3,8.9,9.1,8.5,0.496,0.2,0.0837,0.226
"Mecklenburg",27.02,6095,1.33,10.25,41.98,0,0,93.74,13.89,0,43.74,7.4,"less_25",6.972,1.6,0,3.6,22.9,8.1,6.3,9.5,5.3,0.2239,0,0.0956,0.0384
"Mecklenburg",28,4000,1.33,10.25,42.28,0,0,99.34,13.11,1.31,43.74,4.3,"less_25",6.7,2.1,0.3,1.7,28.7,7.6,8.6,7.6,6.8,0.427,0.2,0.0174,0.1559
"Mecklenburg",29.03,4209,1.33,10.21,40.79,0,0,11.8,13.06,0,85.49,14.5,"less_25",13.1385,0.4,0.3,1.2,27.2,7.9,7.4,8.6,6.7,0.2681,0,0.031,0.0334
"Mecklenburg",29.04,6778,1.33,10.17,40.64,0,0,60.96,10.87,0,77.68,17,"less_25",9.5139,2,2.4,0.8,28.5,7.7,8.1,8.6,6.8,0.3168,0.2,0.2618,0.2253
"Mecklenburg",29.05,3604,1.33,10.23,41.12,0,0,7.88,12.42,0,44.52,6.6,"less_25",6.8812,1.7,0.5,4.2,26.3,7.5,7.4,7.8,6.2,0.2663,0,0.0468,0.0367
"Mecklenburg",29.06,4806,1.33,10.22,41.52,0,0,52.81,14.39,0,43.83,13.2,"less_25",8.2515,2.6,2.6,1.7,26.6,7.9,7.3,9.2,6.4,0.4905,0,0.0716,0.1193
"Mecklenburg",30.06,4788,1.33,10.19,40.98,0,0,34.17,6.5,0,85.87,18.4,"less_25",8.6319,7.2,1.6,2.3,28.4,8.1,7.6,8.9,7,0.3794,0.2,0.0569,0.1522
"Mecklenburg",30.07,6951,1.33,10.16,40.49,0,0,71.65,7.93,0,76.45,13.5,"less_25",5.1647,1.9,2.5,2.6,30.6,7.8,8.5,8,7.4,0.2985,0.2,0.0526,0.1141
"Mecklenburg",30.08,5643,1.33,10.16,40.95,0,0,0,10.72,0,80.07,25.7,"btwn_25_50",18.9189,9,5.3,2.4,31.1,8.4,8.1,10.3,8.8,0.329,0.2,0.3215,0.2654
"Mecklenburg",30.11,6522,1.33,10.2,41.27,0,0,56.48,11.07,0,63.16,14.7,"less_25",6.9127,3.1,1.8,3.8,33.1,7.4,10.8,7.7,7.8,0.524,0.2,0.2306,0.3276
"Mecklenburg",30.12,4590,1.33,10.17,40.97,0,0,0,8.67,1.7,86.37,24.6,"less_25",19.2604,8.4,4.1,2,28.8,8.3,7.3,9.8,7.5,0.3935,0,0.3232,0.1924
"Mecklenburg",30.13,5054,1.33,10.14,40.36,0,0,55.39,7.83,0,72.13,9.6,"less_25",3.8188,2.3,3.3,1.7,28.4,8.1,7.4,9.2,7.2,0.3583,0,0.0046,0.0498
"Mecklenburg",30.15,4972,1.67,10.11,39.9,0,0,57.03,8.11,0,72.31,21.5,"less_25",8.6484,6.2,1.3,4.6,28.5,8,7.4,9.1,7.3,0.5026,0,0.1415,0.1557
"Mecklenburg",30.16,5164,1.67,10.1,40.36,0,0,0,11.56,0,68.44,35.7,"btwn_25_50",16.0147,4.6,1.9,3.3,22.8,8.2,5,10,5.6,0.442,0,0.1748,0.1431
"Mecklenburg",30.17,3929,1.33,10.12,40.24,0,0,61.42,11.17,0,70.65,11.7,"less_25",4.6535,1.3,1.1,4.2,30.9,8.1,7.9,9.1,8,0.2042,0.2,0.0458,0.0764
"Mecklenburg",30.18,2922,1.33,10.11,40.27,0,0,75.29,13.5,0,71.54,26.2,"btwn_25_50",7.7399,1.5,1.9,5,26.2,7.8,6.6,9.1,6.3,0.2333,0,0.0745,0.0356
"Mecklenburg",31.02,4444,1.33,10.23,42.27,0,0,100,13.44,59.31,43.73,48.7,"btwn_25_50",40.3326,14.8,11.6,3.6,32.1,8.9,7.1,11.9,9.7,0.8125,0,0.7784,0.6636
"Mecklenburg",31.03,4922,1.33,10.24,42.07,0,0,76.33,15.94,59.6,43.7,22.9,"less_25",33.2385,9.6,5.3,4.3,26,8.3,6.1,10.6,6.8,0.8108,0,0.2098,0.3672
"Mecklenburg",31.05,3797,1.33,10.2,41.8,0,0,94.16,12.17,43.54,44.09,10.9,"less_25",13.616,3.2,1.5,2.2,30,7.9,8.4,8.7,7.4,0.7674,0.2,0.0357,0.3567
"Mecklenburg",31.06,4360,1.33,10.21,42.84,0,0,100,14.75,99.87,43.74,53.7,"btwn_50_75",39.4434,16.4,14.6,4.8,27.9,9,5.2,12.8,8.1,0.8432,0,0.4948,0.5438
"Mecklenburg",31.08,3735,1.33,10.21,42.18,0,0,99.31,8.75,100,43.72,71.5,"btwn_50_75",54.9785,24.7,18.8,4.7,29.4,10.2,4.1,16.2,9.7,0.7716,0.2,0.6719,0.6864
"Mecklenburg",31.09,4503,1.33,10.19,42.06,0,0,60.04,10.83,100,43.74,88,"greater_75",55.9521,39.9,20.7,10,26.4,10.1,2.9,15.9,8.4,0.7536,0.2,0.9224,0.7775
"Mecklenburg",32.01,2829,1.33,10.25,43.05,0,0,100,14.08,97.8,43.93,51.2,"btwn_50_75",40.5797,17.8,5.5,1.5,29.2,8.6,5.3,12.8,8.8,0.7995,0,0.4569,0.5013
"Mecklenburg",32.03,2579,1.33,10.24,42.61,0,0,99.45,12.75,93.69,43.74,30.6,"btwn_25_50",28.1504,13.8,2.7,2.2,26.5,8.8,4.8,12.1,7.1,0.6824,0,0.1675,0.2651
"Mecklenburg",32.04,3578,1.33,10.25,42.27,0,0,96.34,14.17,5.72,43.74,23.7,"less_25",19.68,6.1,9.4,3.3,28.6,8.5,7.1,10.8,7.3,0.4393,0,0.3367,0.2238
"Mecklenburg",33,3538,1.33,10.26,42.82,0,0,100,13.39,33.7,44.35,19.2,"less_25",19.1916,6.8,5.7,1.8,24.2,8.5,5.3,11.3,6,0.6794,0,0.1137,0.2335
"Mecklenburg",34,5667,1.33,10.25,42.74,0,0,100,15,33.16,44.21,10.4,"less_25",8.9286,2.3,1.7,0.8,18.8,7.8,4.7,9.4,4.1,0.542,0,0.025,0.1213
"Mecklenburg",35,2615,1.33,10.25,42.96,0,0,100,13.67,94.21,43.86,10.8,"less_25",6.348,0.5,1.6,0.5,20.7,7.6,5.4,8.7,4.5,0.6502,0,0.0136,0.1656
"Mecklenburg",36,4053,1.33,10.24,44.22,0,0,100,13.5,100,53.7,66,"btwn_50_75",43.1407,10.6,11.7,4.5,41.8,11.2,5.6,13.8,13.8,0.7806,0.6,0.7405,0.8579
"Mecklenburg",37,3876,1.33,10.25,44.17,0,0,100,15.17,100,53.68,55.3,"btwn_50_75",49.0571,9.2,13.6,11.4,35.8,12,4.3,16.1,12.2,0.6911,0.6,0.5786,0.7749
"Mecklenburg",38.02,3543,1.33,10.25,42.85,0,0,98.92,12.78,100,50.53,97.1,"greater_75",60.5858,13.2,28,11.1,51.6,13.4,6.7,17.3,21.5,0.9243,0.8,0.9836,0.9925
"Mecklenburg",38.05,3196,1.33,10.25,43.21,31.83,0,95.97,13.67,70.37,41.73,70,"btwn_50_75",15.5194,10.4,5.5,2,18,6.8,2.9,9.3,4.4,0.9601,0,0.1669,0.4283
"Mecklenburg",38.06,9733,1.33,10.23,43.3,31.45,0,65.13,11.25,85.6,41.44,80.7,"greater_75",31.4292,16.1,12.7,4.6,30.6,9.5,4.3,12.5,9,0.8117,0,0.5689,0.565
"Mecklenburg",38.07,4826,1.33,10.23,43.45,0,0,99.19,16.17,100,41.46,92.6,"greater_75",54.819,28.9,28.3,11.1,37.8,11.1,4.5,16.2,14.1,0.7295,0.8,0.9412,0.9489
"Mecklenburg",38.08,6353,1.33,10.22,43.27,0,0,97.34,10.83,100,41.52,94.5,"greater_75",58.9485,42.5,39.1,5.3,25.9,10.3,2.7,18.1,9.5,0.7163,0.2,0.9025,0.7566
"Mecklenburg",39.02,4725,1.33,10.25,43.41,0,0,100,13,91.44,51.68,93.7,"greater_75",61.545,20.7,22.8,11.9,45.8,13.1,5.4,17.1,16.7,0.9467,0.8,0.9807,0.9946
"Mecklenburg",39.03,2211,1.33,10.26,46.11,0,0,82.04,12.42,100,41.53,94.5,"greater_75",86.2053,12.9,28.1,10.9,39.7,14,3.8,21.8,15,0.9695,0.8,0.9489,0.9936
"Mecklenburg",40,4691,1.33,10.24,43.38,8.41,0,69.74,14.88,100,44.31,84.2,"greater_75",49.0301,15.5,28.1,14,45.8,12.2,6.2,16.6,17,0.9941,0.8,0.9681,0.9973
"Mecklenburg",41,4106,1.33,10.24,44.35,0,0,100,14.33,100,53.72,60,"btwn_50_75",39.2353,14,6.2,7.6,34.3,10.4,4.6,13.5,11,0.8571,0.2,0.3387,0.5729
"Mecklenburg",42,3249,1.33,10.24,42.57,86.81,0,100,14.33,94.8,53.72,82.8,"greater_75",59.526,14.2,26.5,6.4,46.7,13.4,5.3,19.4,18.6,0.9684,0.8,0.8353,0.977
"Mecklenburg",43.02,5460,1.33,10.21,42.32,93.85,0,98.89,12.5,95.77,40.93,92,"greater_75",58.4968,18.1,17.4,11.4,44,11.9,5.6,16.6,16.6,0.9772,0.8,0.9677,0.9959
"Mecklenburg",43.03,2911,1,10.21,43.07,0,0,5.51,7.17,51.58,16.04,77.8,"greater_75",44.6582,22.9,18.6,8.6,38.4,10.7,5.9,14.6,13.2,0.9206,0.6,0.792,0.9103
"Mecklenburg",43.04,4737,1,10.21,42.61,35.17,0,28.55,10.58,12.17,13.89,92.5,"greater_75",43.7473,13.3,22.4,2.5,35,11.3,4.6,15.6,11.8,0.9538,0.6,0.7049,0.8959
"Mecklenburg",43.05,6658,1,10.22,43.46,8.94,0,90.3,10.58,79.95,23.15,90.1,"greater_75",45.0736,27.8,22,6.5,37.4,10.8,4.5,14.8,10.9,0.9698,0.4,0.9168,0.9037
"Mecklenburg",44,4097,1.67,10.2,40.99,81.5,0,50.74,9.25,43.71,51.22,84.3,"greater_75",51.3229,25,26.3,10.4,37.3,11.6,4.7,15.5,12.2,0.9603,0.6,0.7754,0.9163
"Mecklenburg",45,2724,1.67,10.23,43.21,69.31,0,100,13.44,92.72,53.72,87.4,"greater_75",64.5742,18.8,20.9,16.5,45.6,13.1,5,18.9,18.1,0.9745,0.8,0.868,0.9834
"Mecklenburg",46,2668,1.67,10.21,42.75,23.38,0,100,13.25,98.43,53.72,99,"greater_75",59.8032,17.9,20.1,7.9,52.3,13,7.3,16.4,22.2,0.979,0.8,0.9753,0.9966
"Mecklenburg",47,1789,1.67,10.23,46.38,0,0,100,17,95.44,53.72,76.2,"greater_75",67.2956,10.5,23,5.7,31.5,13.6,3.1,20.4,10.1,0.8852,0.4,0.8913,0.8734
"Mecklenburg",48,3233,1.67,10.22,43.51,0,0,100,12.67,100,53.72,96.8,"greater_75",60.1485,16.7,20.7,10.3,51.4,12.7,7.1,16.2,21.6,0.9218,0.8,0.9467,0.9876
"Mecklenburg",49,669,1.67,10.23,45.16,0,0,100,14.67,100,53.72,91.6,"greater_75",67.7225,16.9,14,11.1,44.8,13.9,5.1,19.3,19.9,0.8856,0.8,0.912,0.9759
"Mecklenburg",50,2155,1.67,10.22,43.49,0,0,100,11.83,100,53.72,86.1,"greater_75",50.4408,8.4,11.7,4.6,45.1,12.2,5.7,14.7,15.3,0.8774,0.6,0.6605,0.862
"Mecklenburg",51,2247,1.67,10.21,43.23,2.26,0,100,10.42,100,53.61,93.4,"greater_75",73.1323,28,21.4,13,49,12.7,5.8,17.5,20.8,0.9756,0.8,0.985,0.9971
