"county","census_tract","population","ozone_pollution","particle_pollution","cancer_life_prob","disposal_area","lead_area","park_area","walkability","highway_area","impaired_water","minority","minority_category","poverty","uninsured","no_high_school","unemployed","high_blood_pressure","asthma","cancer","mental_health","diabetes","env_burden_rank","health_vuln_rank","social_vuln_rank","env_justice_rank"
"Davidson",601.02,7593,1.33,9.68,34.33,0,0,0,5.54,0.34,27.34,9.8,"less_25",19.9525,4.9,2,2.1,32.7,8.8,7.7,12.1,9.6,0.3345,0.2,0.167,0.1848
"Davidson",602.01,4603,1.33,9.7,34.03,0,0,0.74,4.42,11.46,8.46,14.7,"less_25",26.9607,9,9.7,4.5,35.8,9.5,8,13.2,11.6,0.4162,0.4,0.4503,0.5066
"Davidson",602.02,2427,1.33,9.57,34.94,0,0,0,4.17,13.79,0,21.4,"less_25",47.5896,15.2,16.4,9.4,34.1,10.2,7.1,16.3,12.1,0.473,0.2,0.791,0.6057
"Davidson",602.03,6054,1.33,9.68,34.33,0,0,0,6.11,78.54,0,8.6,"less_25",20.8686,11.3,11.1,5.4,33.5,9.6,7.6,14,10.7,0.5202,0.2,0.4097,0.4299
"Davidson",603.01,4796,1.33,9.6,34.2,0,0,0,5.25,4.59,0,6.5,"less_25",21.035,7.3,5.1,2.8,33.1,9.1,7.7,12.7,10.4,0.1648,0.2,0.1824,0.1125
"Davidson",603.02,4063,1.33,9.52,34.11,0,0,0,6,0,0,8.6,"less_25",18.0901,8.8,7.1,3.3,31.5,9.1,7.2,12.7,9.6,0.115,0,0.1797,0.0325
"Davidson",603.03,4032,1.33,9.59,34.12,5.97,0,11.34,3.83,0.44,1.05,4.8,"less_25",23.7432,5.2,8.3,2.1,33,9.3,7.5,13.4,10.3,0.5211,0.2,0.2337,0.3277
"Davidson",603.04,3635,1.33,9.68,34.15,4.1,0,12.36,4.67,2.56,0.5,1.9,"less_25",27.2552,10.7,10.7,9,32.4,9.9,7,15.4,10.9,0.5245,0,0.519,0.3806
"Davidson",604,5162,1.33,9.78,34.75,0,0,24.94,6.33,67.54,13.19,10.1,"less_25",32.7392,11.8,13.3,8.5,33.4,9.4,7.5,13.9,10.4,0.6378,0.2,0.5355,0.5615
"Davidson",605,5617,1,9.82,36.49,0,0,9.41,3.83,54.38,26.35,4.8,"less_25",30.9596,8.3,23.6,5.1,36.3,9.9,8,14.7,12,0.84,0.4,0.5403,0.7422
"Davidson",606.01,4540,1.33,9.8,34.92,0,0,20.46,4.5,31.03,20.09,14.9,"less_25",33.6251,10.7,13.2,7.3,30.7,9.9,6.1,15.7,9.8,0.3949,0.2,0.4067,0.3559
"Davidson",606.02,2625,1,9.8,34.86,0,0,20.69,5.08,15.54,20.04,12.3,"less_25",20.1524,8.7,9.5,6.5,36.1,9.8,8.1,14.5,12.2,0.5945,0.4,0.4709,0.6065
"Davidson",607,5734,0.67,9.83,37.58,0,0,98.93,8.13,97.91,20.04,56.7,"btwn_50_75",51.9441,20.4,27,7.9,38.4,11,6.5,17.1,14.8,0.5931,0.8,0.8923,0.9034
"Davidson",608,3764,0.67,9.83,36.91,0,0,81.5,9.28,99.85,23.41,56,"btwn_50_75",58.2589,10.3,23.3,5.2,42.7,12,7.1,18.4,18.2,0.7567,0.8,0.9708,0.9619
"Davidson",609,5015,0.67,9.84,36.98,0,0,90.44,6.53,84.64,30.95,31.7,"btwn_25_50",52.331,15.2,18.3,4.2,34.8,10.8,6.4,17.6,12.6,0.8179,0.6,0.8518,0.8989
"Davidson",610,4891,0.67,9.83,37.19,0,0,94.16,7.94,65.86,28.09,38.7,"btwn_25_50",41.1605,13,17,7.8,35.6,10.4,7,16.5,13.4,0.7779,0.8,0.8612,0.9414
"Davidson",611,7195,0.67,9.81,36.75,0,0,8.18,6.07,39.55,17.13,9.2,"less_25",39.9859,9.5,11.8,2.6,36.1,9.8,8.4,14.6,12.4,0.8749,0.6,0.6651,0.8627
"Davidson",612.01,6337,0.67,9.83,36.38,4.55,0,46.95,8.42,97.84,17.83,36.5,"btwn_25_50",62.47,20.2,27.4,14.5,38.5,10.5,7.7,16.4,14.8,0.9,1,0.9824,0.9997
"Davidson",612.02,3069,0.67,9.78,34.6,2.77,0,0.68,5.83,56.39,32.61,5.4,"less_25",32.6817,6.2,14.6,4.6,35.9,9.8,8.1,14.8,12.4,0.6345,0.6,0.5781,0.7542
"Davidson",613,2323,0.67,9.85,36.65,31.32,0,100,11.5,100,30.97,41.8,"btwn_25_50",42.9074,9.5,25.9,7.2,38.3,10.7,7.5,16.8,13.8,0.8743,1,0.9334,0.9989
"Davidson",614,3141,0.67,9.85,36.38,93.67,0,99.51,10.83,85.64,25.86,69.6,"btwn_50_75",72,31,36.5,23,42.3,12.8,5.8,22.2,18.5,0.7585,0.8,0.9986,0.9686
"Davidson",615,6309,0.67,9.86,37.03,55.48,0,61.68,8.75,95.92,29.86,55.7,"btwn_50_75",65.5795,13.7,21.6,9.8,44.6,11.6,7.7,17.4,18.7,0.9743,1,0.9965,1
"Davidson",616,2796,0.67,9.85,37.67,0,0,42.76,9.78,100,32.69,53.9,"btwn_50_75",64.4779,17.7,21.2,3.6,37.6,11.4,6.6,19.4,15.5,0.7732,0.8,0.9186,0.9542
"Davidson",617.01,5069,0.67,9.81,35.7,0,0,0,5,51.06,18.73,11.5,"less_25",34.3347,13.2,14.7,4.4,34.2,9.8,7.6,15.1,11.5,0.698,0.2,0.6769,0.6563
"Davidson",617.02,7222,0.67,9.75,34.22,2.49,0,6.53,3.88,19.37,19.71,11.5,"less_25",45.8045,12.5,21.5,9.8,34.4,10.4,7.2,16.5,12.2,0.718,0.4,0.7917,0.7893
"Davidson",617.03,4751,1,9.79,34.73,0,0,0,4.44,12.67,7.99,10.9,"less_25",38.6388,11.5,16.6,5.5,33.5,10.1,6.5,16.5,10.9,0.3137,0.2,0.56,0.3983
"Davidson",618.02,7775,0.67,9.75,34.65,0,0,3.15,4.71,8.83,41.88,7.9,"less_25",31.3565,9.3,10.3,5.9,34.9,9.7,7.4,14.8,11.4,0.5368,0.2,0.5415,0.5127
"Davidson",618.03,3107,1,9.84,36.86,1.27,0,14.85,5.04,48.04,30.42,23.9,"less_25",34.0666,10.4,15.3,4.4,37.3,10.2,7,15.5,13,0.9812,0.6,0.6481,0.8881
"Davidson",618.04,6405,0.67,9.77,34.41,0,0,16.9,3.7,12.46,47.18,11.9,"less_25",30.2888,11.3,11.9,2.7,35,9.6,7.4,14.4,11.2,0.6608,0.2,0.3422,0.4708
"Davidson",619.01,5796,0.33,9.79,35.44,0,0,0,4.89,56.43,12.32,2.9,"less_25",37.1438,11.3,22.2,7.9,34.5,10,7.3,15.6,11.3,0.8236,0.2,0.5941,0.6758
"Davidson",619.02,5421,0.33,9.72,34.09,0.31,0,3.6,4.44,29.1,15.3,5.9,"less_25",43.1497,6.3,26.9,4.2,35.2,10.1,7.8,15.8,12,0.6027,0.6,0.6144,0.7559
"Davidson",620.01,4513,0.67,9.5,33.88,0,0,19.01,3.5,15.42,36.18,6.1,"less_25",32.284,13.5,17.4,6.9,36.6,10.1,7.6,15.6,12.2,0.5328,0.6,0.5132,0.6875
"Davidson",620.02,4035,0.33,9.47,33.59,0,0,0,6.04,9.43,5.51,2.8,"less_25",41.6731,11.3,24.1,3.9,37.9,10.4,8.3,16.3,13.1,0.3647,1,0.7303,0.8502
"Davie",801,8355,0.33,9.39,32.52,0.07,0,0,3.88,41.97,4.88,17.9,"less_25",33.6426,14.6,13,5.1,35.2,9.9,7.3,14.9,11.4,0.5516,0.2,0.6993,0.5995
"Davie",802,5377,0.33,9.29,33.79,0,0,4.23,5.25,20.26,7.1,7,"less_25",22.8008,5.7,6.5,1.9,34.7,9.3,7.8,13.3,10.6,0.147,0.2,0.2291,0.1249
"Davie",803,8998,0.67,9.45,33.93,0,0,21.94,6.21,43.81,3.94,13.1,"less_25",19.9483,8.5,12.8,2.7,36.8,8.9,9.5,11.5,11.3,0.3433,0.4,0.4966,0.4918
"Davie",804,4883,0.67,9.61,33.67,0,0,0.09,4.67,28.49,3.01,4.4,"less_25",20.1106,4.8,8.8,4.1,33.2,9.2,7.5,12.6,9.8,0.6216,0.2,0.2008,0.368
"Davie",805,4635,0.33,9.56,33.74,5.06,0,8.61,5.72,75.38,0,25.6,"btwn_25_50",34.9248,10.2,12.6,4.7,34.8,10,6.8,14.7,11.2,0.7832,0,0.7203,0.6248
"Davie",806,3997,0.33,9.48,34.08,11.91,0,14.14,7.72,81.79,4.91,27.3,"btwn_25_50",31.8636,7.9,14,2.3,38.5,9.8,8.8,13.9,12.9,0.7351,0.6,0.705,0.8337
"Davie",807,6012,0.33,9.69,33.77,0,0,6.18,4.33,44.08,5.03,17.3,"less_25",42.2156,12.4,17.4,5.9,36.2,10.5,7,16.5,13.1,0.5679,0.8,0.7931,0.8687
"Duplin",901,9362,0,8.82,28.65,0,0,0,3,0,3.1,57.2,"btwn_50_75",58.0111,23.9,34.7,10,36.7,11,5.6,19.7,14.1,0.2058,0.8,0.9562,0.808
"Duplin",902,4963,0,9.02,28.88,0,0,0,4.67,20.27,8.65,57.1,"btwn_50_75",58.0789,22,23.7,8,39.9,11,6.8,17.2,15.8,0.2268,0.8,0.9824,0.8238
"Duplin",903,5913,0,8.85,29.3,0,0,0,6.04,31.01,0.12,67.2,"btwn_50_75",60.4424,18.3,21.9,8.5,47.8,12.1,7,18.4,19.8,0.4029,0.8,0.9946,0.8792
"Duplin",904,5434,0,8.57,29.38,0,0,0,5.04,25.73,9.86,57.8,"btwn_50_75",48.8756,16.9,21.5,2.9,40.8,10.7,6.6,15.6,15,0.3223,0.8,0.9342,0.8384
"Duplin",905.01,5803,0,8.41,29.17,0,0,0,4.56,15.13,0.36,19.5,"less_25",32.5466,7.5,14,7.7,38.2,10.2,7.2,15.9,12.3,0.0917,0.6,0.5706,0.5045
"Duplin",905.02,4611,0,8.23,28.88,0,0,0,4.61,21.94,11.64,39.5,"btwn_25_50",40.4468,21,25.7,7.5,40.6,10.8,7.4,16.6,14.3,0.0991,0.8,0.8467,0.7292
"Duplin",906,3885,0,8.04,28.58,0,0,22.87,2.94,0.11,1.41,22.6,"less_25",41.6474,12.3,20.3,6.6,41.2,10.9,7.4,17.1,14.4,0.0218,0.8,0.7449,0.6529
"Duplin",907.01,3682,0,8.3,29.22,0,0,2.4,3.83,13.4,7.23,39.4,"btwn_25_50",37.8672,12.5,18.7,9.9,42.8,10.9,7.4,15.7,15.5,0.0395,0.8,0.8736,0.7157
"Duplin",907.02,6586,0,8.3,29.66,0,0,0,7.28,82.1,0,49.8,"btwn_25_50",53.2268,12.6,26.6,8.3,45.2,11.6,7.9,17.6,19.1,0.6277,1,0.9841,0.9783
"Duplin",908.01,3053,0,8.64,29.33,0,0,0,4,25.4,5.68,77.2,"greater_75",58.928,22.2,32.7,8.8,41.8,11.2,6.1,17.9,16.7,0.1871,0.8,0.9828,0.811
"Duplin",908.02,5675,0,8.43,29.23,0,0,1.09,6.11,20.26,2.69,41.1,"btwn_25_50",53.3014,15.4,20.7,7.7,43.7,11.1,7.1,16.4,16.3,0.2813,0.8,0.983,0.8405
"Durham",1.01,3150,0,9.88,38.24,0,0,100,13.92,84.1,43.82,66.6,"btwn_50_75",40.5526,12.9,15,3.5,37,11.2,5.5,16.2,13.8,0.5221,0.8,0.6576,0.8143
"Durham",1.02,4430,0,9.84,39.35,0,0,100,10.92,100,42.63,61.7,"btwn_50_75",46.3593,27.2,17.6,5.5,34.5,10.2,5.9,15,11.9,0.3676,0,0.8744,0.4933
"Durham",2,3343,0,9.92,39.88,0,0,91.51,14.94,100,44.33,49.3,"btwn_25_50",38.1156,34.9,23.2,4.3,32.1,9.7,4.8,13.9,10,0.596,0,0.6481,0.4943
"Durham",3.01,2381,0,9.86,41.21,0,0,100,14.72,100,44.33,54.6,"btwn_50_75",40.0506,12.1,19.2,7,30.8,10.3,4.3,15.5,10,0.5879,0.2,0.82,0.6714
"Durham",3.02,3819,0,9.89,40.27,0,0,100,13.17,100,44.33,35.9,"btwn_25_50",22.4928,10.7,8.9,3.3,23.4,8.3,4.7,10.9,6.2,0.6202,0,0.3347,0.3277
"Durham",4.01,2900,0,9.83,47.03,0,0,95.43,13.33,100,44.3,16.6,"less_25",11.6897,6.9,3.4,7.4,25,7.8,6.5,9.4,6.3,0.7273,0,0.1626,0.2884
"Durham",4.02,2337,0,9.85,57.79,0,0,95.07,18.5,100,41.73,21.2,"less_25",38.0402,6.4,3.2,3.8,18.4,8.2,3.8,12.1,5,0.6268,0,0.1754,0.2382
"Durham",5,4532,0,9.91,43.16,0,0,100,15.21,100,20.94,71,"btwn_50_75",65.7089,16.8,22.2,4,30.1,10.3,4.1,16.2,9.8,0.6307,0.2,0.8995,0.7228
"Durham",6,5504,0,9.91,39.92,0,0,96.43,12.06,57.66,15.3,47,"btwn_25_50",41.8241,16.9,14.1,3.7,31.3,9.3,5.5,13.5,10.4,0.3215,0,0.6746,0.3522
"Durham",7,3682,0,9.96,39.24,0,0,100,14.17,63.34,47.53,31.4,"btwn_25_50",22.6187,6.2,6.6,3.6,34.2,9,6.8,10.8,10.2,0.3946,0,0.4204,0.2455
"Durham",9,1710,0,9.95,39.13,0,0,100,14.58,100,44.33,86.3,"greater_75",62.9147,28.8,33,3.8,43.2,12.3,4.9,19,18,0.5645,0.8,0.8843,0.8932
"Durham",10.01,3706,0,10.01,38.23,0,0,100,13.61,100,44.88,87.4,"greater_75",70.6869,30.7,41.8,13.1,41.5,12.8,4.9,19.7,18.2,0.7957,0.8,0.9924,0.9744
"Durham",10.02,5931,0,9.99,38.27,0,0,87.55,13.25,100,44.55,92.1,"greater_75",81.4871,28.7,40.9,3.6,39.6,12.6,4.3,21.5,17.8,0.7513,0.8,0.9825,0.9634
"Durham",11,3183,0,9.98,39.63,0,0,100,17.17,100,44.53,82.6,"greater_75",69.6732,22.5,26.7,8.2,43.3,12.3,4.9,19.4,18.7,0.7395,0.8,0.9864,0.9615
"Durham",13.01,1382,0,9.98,38.62,0,0,100,15,100,47.75,96.7,"greater_75",57.0912,23.1,20.5,9.7,47,11.9,5.7,16.4,18.8,0.7836,0.8,0.9724,0.9684
"Durham",13.03,3985,0,10,38.3,0,0,100,14.17,69.21,47.75,87.2,"greater_75",49.9126,8,13.6,10,28,12.7,3.1,18,9.1,0.6268,0.4,0.5978,0.6787
"Durham",13.04,3411,0,10,37.96,0,0,100,12.33,0,47.75,97.9,"greater_75",70.0088,23.9,30.2,10.3,49.4,13.1,6.2,18.4,21,0.1189,0.8,0.9943,0.7909
"Durham",14,2397,0,10.02,38.8,0,0,100,12.67,100,47.68,98.5,"greater_75",80.559,18.4,32.4,7.8,47,14.9,5.3,22.7,21.7,0.8336,0.8,0.9713,0.9772
"Durham",15.01,3387,0,9.87,78.45,0,0,70.17,13.83,98.86,1.82,53.6,"btwn_50_75",65.2174,1.7,0,15.1,12.7,11.2,0.7,24,3,0.5893,0.4,0.4335,0.5861
"Durham",15.02,5928,0,9.84,73.06,0,0,36.18,15.04,100,1.99,76.5,"greater_75",68.5097,15.9,21.7,5.3,23.7,9.7,2.9,16.1,8.3,0.473,0.2,0.841,0.6294
"Durham",15.03,1727,0,9.89,42.17,0,0,100,13.33,100,40.58,52.6,"btwn_50_75",0,1.2,0,0,9.2,9.5,0.8,17.6,1.7,0.6842,0.2,NA,NA
"Durham",16.01,6435,0,9.66,34.51,0,0,18.31,6.22,42.86,1.14,47.8,"btwn_25_50",19.924,6.9,7.6,7.5,35.5,8.8,7.8,10.9,10.6,0.3416,0.4,0.5366,0.5126
"Durham",16.03,6829,0,9.56,34.39,0,0,17.88,6.13,50.34,1.51,32.4,"btwn_25_50",17.7918,5.3,5,3.1,32.6,8.7,7.4,10.9,9.2,0.1048,0,0.216,0.0386
"Durham",16.04,6381,0,9.6,34.61,0,0,38.07,5,0,4.11,22.7,"less_25",5.2772,1.9,0.7,0.3,32.8,8.3,8,9.4,9.2,0.0596,0.2,0.0297,0.0314
"Durham",17.05,5050,0,9.79,39.11,0,0,73.46,12.22,94.04,30.77,37.6,"btwn_25_50",31.1542,11.4,11.8,5.1,35.9,9.2,7.7,12.2,11,0.5617,0.4,0.5707,0.6378
"Durham",17.06,5321,0,9.79,39.21,0,0,3.76,10,86.93,12,45.9,"btwn_25_50",25.6155,9.7,5,2,24.4,8.4,4.6,11.3,6.6,0.6032,0,0.1742,0.2245
"Durham",17.07,7085,0,9.72,36.64,0,0,76.65,7.43,49.68,14.09,18,"less_25",9.9885,4.8,2.9,6.6,33.6,7.9,9.6,8.8,9,0.4356,0.2,0.2331,0.2761
"Durham",17.08,5245,0,9.74,36.11,0,0,60.75,6.5,45.29,5.23,83.1,"greater_75",29.6282,13.9,18.3,5.1,40.3,11.1,6,13.7,14.2,0.267,0.6,0.8231,0.7064
"Durham",17.09,6964,0,9.8,37.54,0,0,71.63,11.83,42.09,14.14,89.3,"greater_75",59.6049,16,25.3,8.5,43,12.6,5.8,18,16.4,0.2622,0.8,0.9898,0.837
"Durham",17.1,4894,0,9.74,37.91,0,0,100,9.42,95.92,5.23,72.4,"btwn_50_75",48.5954,14.1,18.9,3.3,32.7,10.2,5.1,15,11.2,0.1123,0,0.6219,0.2011
"Durham",17.11,4465,0,9.72,37.31,0,0,100,12.89,21.15,5.23,75.7,"greater_75",51.4478,25.1,15.9,6.8,30.4,10.3,4.1,15.4,9.4,0.0387,0,0.7899,0.2532
"Durham",18.01,8618,0,9.82,36.87,0,0,75.89,5.77,60.05,32.98,73.4,"btwn_50_75",42.9815,21.3,24.7,4.7,36.2,10.5,5.7,14.7,12.1,0.5498,0.4,0.7635,0.7157
"Durham",18.02,8121,0,10.02,37.81,0,0,98,9.46,81.39,54.29,92.7,"greater_75",56.0621,29,25.7,9.4,39.5,12.1,4.8,18.4,15.6,0.6418,0.8,0.9866,0.9387
"Durham",18.06,7416,0,9.92,36.22,0,0,71.86,4.92,8.75,43.45,64.6,"btwn_50_75",39.4612,9.6,9.2,2.2,34.7,9.9,5.8,13.8,10.5,0.2702,0,0.3431,0.1415
"Durham",18.07,10155,0,10.02,36.78,0,0,76.47,11,21.75,55.42,78.8,"greater_75",28.9684,11.1,15.4,5.8,34.1,10.4,4.9,13.8,10.8,0.2561,0.2,0.6127,0.3955
"Durham",18.08,10407,0,10.07,36.86,0,0,2.54,7.08,41.62,47.6,59.9,"btwn_50_75",10.6851,4.8,7.5,1.3,28.5,8.4,5.7,10.3,7.8,0.3383,0,0.1064,0.0745
"Durham",18.09,6217,0,10.1,38.2,0,0,8.1,10.5,98.83,33.73,59.4,"btwn_50_75",28.6199,4.7,8.5,6.2,27.2,9.5,4.8,13.2,7.9,0.5058,0,0.4899,0.3519
"Durham",19,4418,0,10.01,36.63,0,0,33.83,4,6.72,42.58,24.2,"less_25",10.2535,2.7,6,3.3,28,8.2,6.6,10.5,7.6,0.1949,0,0.178,0.0524
"Durham",20.07,4855,0,9.99,38.52,0,0,90.17,6.67,0.39,47.62,36.2,"btwn_25_50",16.3798,2.4,2.6,3.7,31.8,8.3,7.3,9.2,8.8,0.1391,0,0.28,0.0659
"Durham",20.08,3069,0,9.97,38.85,0,0,30.38,7.33,0.28,41.12,16.4,"less_25",3.1076,4.2,0.3,2.3,29.8,7.4,8.3,7.6,7.5,0.1769,0.2,0.0108,0.0565
"Durham",20.09,5052,0,10.02,37.7,0,0,100,12.06,32.34,47.07,97.6,"greater_75",54.0244,16,19.6,6.9,48.2,11.6,6.7,14.7,19.6,0.6136,0.6,0.9772,0.8774
"Durham",20.13,4679,0,10.13,37.46,0,0,12.31,6.06,40.48,16.83,46.8,"btwn_25_50",12.9942,7,5.2,3.8,29.6,8.7,6,11.2,8.5,0.4877,0,0.1538,0.1546
"Durham",20.15,5801,0,9.93,38.47,0,0,87.07,15,60.99,16.27,60.6,"btwn_50_75",55.5672,24.8,20.3,6.2,29.8,10.1,5.4,16,10.3,0.0745,0.2,0.9439,0.4792
"Durham",20.16,5304,0,9.92,37.13,0,0,6.4,14.5,97.37,1.88,69.6,"btwn_50_75",52.3494,30,29.2,2.8,23.5,9.8,2.9,16.4,7.2,0.1021,0.2,0.7141,0.3645
"Durham",20.17,7660,0,9.85,37.64,0,0,40.22,10.11,61.28,1.89,24.9,"less_25",15.1082,2,4.3,3.8,28.5,7.9,7.4,9.2,7.8,0.1279,0,0.2638,0.0575
"Durham",20.18,9587,0,9.94,38.4,0,0,21.03,9.39,80.43,41.83,41.7,"btwn_25_50",16.0856,5.5,3.1,4.3,27.8,8.2,6.9,10.1,7.4,0.1791,0,0.3386,0.1007
"Durham",20.19,5064,0,9.97,38.15,0,0,6.02,6,28.15,42.34,24,"less_25",16.2574,5.3,0,2.5,22.8,7.7,5.6,9.4,5.5,0.179,0,0.218,0.0591
"Durham",20.2,7445,0,10.06,37.08,0,0,55.48,5.75,19.53,37.19,37.6,"btwn_25_50",7.386,3,1.1,3.4,25.3,7.7,5.3,8.9,6.6,0.1327,0,0.0386,0.012
"Durham",20.21,4285,0,10.04,37.47,0,0,51.32,10.67,99.9,42.05,52.9,"btwn_50_75",16.0928,4.4,3.6,4.4,23.8,8.9,4.5,12.2,7.5,0.1564,0,0.1649,0.0387
"Durham",20.22,4819,0,10.07,37.64,0,0,100,9.75,85.4,41.28,55.3,"btwn_50_75",22.3075,8.7,5.4,4.9,23.2,8.8,4.7,11.2,6.6,0.1872,0,0.4231,0.1401
"Durham",20.23,3287,0,10.04,37.52,0,0,99.7,13.08,92.9,45.81,42.2,"btwn_25_50",18.5651,5.4,5.8,1.8,25.8,8.8,5.6,10.9,7.3,0.1012,0,0.2256,0.04
"Durham",20.24,6361,0,10.02,37.8,0,0,48.98,10.72,2.77,47.2,30.8,"btwn_25_50",12.6395,2.4,1.1,3.4,22.8,8.1,5.1,9.9,6,0.1388,0,0.0171,0.01
"Durham",20.25,6746,0,10.07,38.35,0,0,31.33,7.72,15.24,28.23,67.5,"btwn_50_75",18.07,8,5.4,4,28.1,8.8,4.7,10.9,8.2,0.4246,0,0.3532,0.2249
"Durham",20.26,7296,0,10.05,37.84,0,0,54.2,8.67,2.75,23.2,86.8,"greater_75",41.1473,19.5,15.6,4.4,32.9,10.6,4.5,14.1,11.1,0.3557,0.2,0.8262,0.5659
"Durham",20.27,10567,0,10.11,37.78,17.31,0,29.2,8.72,68.86,17.93,63.7,"btwn_50_75",31.4836,11,7.1,2,27.2,9.7,4.1,13.9,8.3,0.798,0,0.3749,0.4543
"Durham",20.28,10201,0,10.17,38.74,6.9,0,0,10.11,69.78,30.28,59.6,"btwn_50_75",15.5377,9.1,5.2,3.9,20.3,8.3,3.4,11,5,0.8756,0,0.14,0.364
"Durham",21,9200,0,9.46,32.92,0,0,0.72,3.72,21.26,6.41,38.2,"btwn_25_50",11.9148,4.1,5.7,5.3,35.2,9,7.7,11.8,10.8,0.2639,0.4,0.3942,0.389
"Durham",22,2091,0,9.94,40.38,0,0,100,18.17,100,44.74,41.8,"btwn_25_50",29.4872,11.4,9,5.4,23.3,9.2,3.6,13.2,6.5,0.5064,0,0.4491,0.3282
"Durham",23,1633,0,9.96,39.99,0,0,100,15.83,100,47.75,82.9,"greater_75",57.4122,14.6,19.7,3.1,42.3,11.1,4.1,17.2,14.4,0.6282,0.8,0.8519,0.9019
"Durham",9801,0,0,10.15,37.05,66.83,0,0,11.83,96.3,16.65,0,"less_25",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edgecombe",202,6214,0,9.09,31.39,0,0,33.05,11.53,11.2,0.08,83.1,"greater_75",68.9253,9.5,23,8,51.8,13.7,6.7,20.3,24,0.3632,0.8,0.9543,0.8569
"Edgecombe",203,4821,0,9.02,32.07,0,0,64.66,15.17,80.73,0.69,90.2,"greater_75",47.7391,11.4,11.4,13.8,45.9,12.2,5.9,16.5,17.9,0.4169,0.8,0.8716,0.848
"Edgecombe",204,4724,0,8.99,32.27,0,0,24.82,12.3,69.73,0.69,96.3,"greater_75",54.7417,10.3,12.8,5.8,50.2,12.1,6.8,15.5,20.3,0.2352,0.8,0.9191,0.8053
"Edgecombe",206,2364,0,8.84,30.45,3.13,0,0.29,4.58,14.42,0.07,76.3,"greater_75",42.1589,18.6,14.2,13.8,42.8,12.4,5.6,18.3,16.4,0.5331,0.8,0.8703,0.8808
"Edgecombe",207,1918,0,8.66,29.46,0,0,17.49,4.33,7,0,68.6,"btwn_50_75",37.0816,9.6,15.9,5.5,45.7,11.6,6.9,16.5,18.3,0.2268,0.8,0.8132,0.7639
"Edgecombe",208,3324,0,8.47,28.28,0,0,1,3.72,34.83,4.49,46.4,"btwn_25_50",49.787,11.2,23,8.2,42.8,11.7,6.8,17.5,17.1,0.2151,0.8,0.8307,0.766
"Edgecombe",209,2582,0,8.6,29.06,0,0,0,6.5,89,7.93,87,"greater_75",59.8373,8.6,29.5,6.7,50.9,13.3,6.1,18.5,21.7,0.2561,0.8,0.9278,0.8157
"Edgecombe",210,3006,0,8.6,28.82,0,0,0,8.25,61.6,2.16,71.2,"btwn_50_75",52.7321,9.3,25.4,11.6,46.1,11.3,8.1,15.1,17.2,0.3474,0.8,0.9772,0.8588
"Edgecombe",211,4110,0,8.65,28.58,0,0,0,6.5,48.6,1.59,58,"btwn_50_75",42.5547,12.3,20.4,7.9,39.6,10.7,7.1,15.3,14.3,0.6419,0.6,0.8225,0.8405
"Edgecombe",212,4806,0,8.7,29.03,0,0,0,7.96,83.21,7.05,53,"btwn_50_75",45.8314,3.2,15.5,7.7,43.8,11.2,8.3,16,16.6,0.5567,1,0.8647,0.9371
"Edgecombe",213,4942,0,8.78,28.68,0,0,0,4.56,52.98,2.73,46.3,"btwn_25_50",38.4756,12.9,19.2,5.9,38.6,10.8,6.7,16.1,14.2,0.3719,0.8,0.797,0.8106
"Edgecombe",214,3548,0,8.98,29.32,0,0,0,2.83,3.41,0,19.1,"less_25",42.0237,10.7,16.5,7.2,38.6,11.1,6.6,18.1,13.9,0.1114,0.8,0.6669,0.6579
"Edgecombe",215,3305,0,8.86,28.11,0,0,0,5.22,2.62,0,47.6,"btwn_25_50",39.721,8.3,20,5.8,43.9,11.3,7.2,16.3,16.2,0.1,0.8,0.7522,0.6904
"Edgecombe",216,2984,0,8.78,28.12,0,0,0,2.89,33.64,0,33.8,"btwn_25_50",36.2255,11.1,22,11.3,38.5,10.6,7.3,16.1,13.4,0.0933,0.8,0.737,0.6811
"Forsyth",1,2320,1,9.26,38.4,0,0,100,16.67,100,28.35,37.1,"btwn_25_50",25.5168,7.6,11.2,2.4,29.6,8.6,4.2,13.3,8.6,0.5676,0,0.4283,0.3521
"Forsyth",2,1083,1,9.23,38.68,0,0,100,13.83,100,28.35,52.9,"btwn_50_75",59.7776,30.3,14.2,23,47.6,11,5.3,18.3,19.4,0.8177,0.8,0.8976,0.9592
"Forsyth",3.01,1858,1,9.21,37.9,0,0,100,9.83,68.15,28.35,94.1,"greater_75",70.7212,13.6,26.9,15.4,50.6,14.2,6.1,20.6,23.8,0.7362,0.8,0.9529,0.9535
"Forsyth",3.02,1546,1,9.19,38.1,0,0,100,10.5,21.55,20.14,98.6,"greater_75",60.2199,13.4,23.8,14.2,51.9,12.7,6.6,18.1,23.5,0.7588,0.8,0.9281,0.9531
"Forsyth",4,3559,1,9.19,37.4,26.88,0,100,7.28,100,28.03,99,"greater_75",74.7504,25.2,19.7,15.5,46,12.4,5.6,18.2,20.1,0.9878,0.8,0.9574,0.9959
"Forsyth",5,2271,0.67,9.21,36.55,41.87,0,100,8.67,100,4.27,99.2,"greater_75",77.8071,23.9,19.5,13.8,49.6,13.6,5.6,20.2,22.1,0.9716,0.8,0.9824,0.9965
