"Song","Artist","Date","Number_one_weeks","Overall.Rating","Genre","Length","Artist.Male","Artist.White","Artist.Black","Age","BPM","Energy","Danceability","Happiness","Loudness","Key","Explicit"
"Evergreen (Love Theme From A Star is Born)","Barbra Streisand","5-Mar-77",3,5,"Pop",185,0,1,0,34,114,30,34,19,-11,"A",0
"Rich Girl","Daryl Hall & John Oates","26-Mar-77",2,7,"Pop",142,1,1,0,29,170,68,57,82,-7,"F",1
"Dancing Queen","ABBA","9-Apr-77",1,10,"Pop",230,2,1,0,30,101,88,54,75,-7,"A",0
"Don't Give Up on Us","David Soul","16-Apr-77",1,4,"Pop",219,1,1,0,33,99,34,26,41,-14,"A",0
"Don't Leave Me This Way","Thelma Houston","23-Apr-77",1,9.33,"Funk/Soul",218,0,0,1,30,122,84,55,67,-6,"Multiple Keys",0
"Southern Nights","Glen Campbell","30-Apr-77",1,5.33,"Pop",180,1,1,0,41,95,81,70,85,-9,"E",0
"Hotel California","Eagles","7-May-77",1,8,"Rock",391,1,1,0,29,147,51,58,61,-9,"Bm",1
"When I Need You","Leo Sayer","14-May-77",1,6.33,"Pop",253,1,1,0,28,110,34,60,11,-8,"Db",0
"Sir Duke","Stevie Wonder","21-May-77",3,9.67,"Pop",232,1,0,1,27,107,57,59,95,-10,"Gb",0
"I'm Your Boogie Man","KC & the Sunshine Band","11-Jun-77",1,7.33,"Funk/Soul",244,1,2,2,26,113,75,75,91,-13,"Fm",0
"Dreams","Fleetwood Mac","18-Jun-77",1,10,"Rock",245,2,1,0,29,120,49,83,79,-10,"C",0
"Got to Give it Up","Marvin Gaye","25-Jun-77",1,9.33,"Funk/Soul",255,1,0,1,38,123,85,86,89,-8,"D",0
"Gonna Fly Now (Theme from Rocky)","Bill Conti","2-Jul-77",1,7,"Rock",170,1,1,0,35,95,54,41,45,-13,"Am",0
"Undercover Angel","Alan O'Day","9-Jul-77",1,3.67,"Pop",200,1,1,0,36,103,53,67,80,-10,"Bb",0
"Da Doo Ron Ron","Shaun Cassidy","16-Jul-77",1,2.33,"Pop",170,1,1,0,18,144,58,57,88,-12,"C",0
"Looks Like We Made It","Barry Manilow","23-Jul-77",1,5.67,"Pop",213,1,1,0,34,140,48,30,46,-8,"C",0
"I Just Want to Be Your Everything","Andy Gibb","30-Jul-77",4,6.33,"Funk/Soul",212,1,1,0,19,97,65,65,87,-7,"A",0
"Best of My Love","The Emotions","20-Aug-77",5,9,"Funk/Soul",219,0,0,1,NA,115,71,78,97,-7,"C",0
"Star Wars Theme/Cantina Band","Meco","1-Oct-77",1,4.67,"Funk/Soul",212,1,1,0,37,125,92,68,55,-4,"Multiple Keys",0
"You Light Up My Life","Debby Boone","15-Oct-77",10,4.33,"Pop",216,0,1,0,21,78,37,33,7,-10,"D",0
"How Deep is Your Love","Bee Gees","24-Dec-77",3,8,"Pop",245,1,1,0,31,105,36,63,67,-9,"Eb",0
"Baby Come Back","Player","14-Jan-78",3,5,"Rock",214,1,1,0,29,156,60,64,55,-10,"Multiple Keys",0
"Stayin' Alive","Bee Gees","4-Feb-78",4,10,"Funk/Soul",283,1,1,0,31,104,83,70,94,-7,"Fm",0
"(Love Is) Thicker Than Water","Andy Gibb","4-Mar-78",2,5.33,"Pop",198,1,1,0,19,97,53,58,58,-8,"Gbm",0
"Night Fever","Bee Gees","18-Mar-78",8,9,"Funk/Soul",212,1,1,0,31,109,80,73,89,-7,"Dbm",0
"If I Can't Have You","Yvonne Elliman","13-May-78",1,5.67,"Funk/Soul",180,0,0,0,26,109,68,62,81,-11,"B",0
"With a Little Luck","Paul McCartney & Wings","20-May-78",2,4.67,"Pop",194,1,1,0,35,112,40,61,36,-14,"E",1
"Too Much, Too Little, Too Late","Johnny Mathis & Deniece Williams","3-Jun-78",1,4.33,"Funk/Soul",180,2,0,1,35,78,52,50,71,-11,"Fm",0
"You're the One That I Want","John Travolta & Olivia Newton-John","10-Jun-78",1,7,"Rock",169,2,1,0,27,107,61,76,82,-11,"C",0
"Shadow Dancing","Andy Gibb","17-Jun-78",7,7.67,"Funk/Soul",276,1,1,0,20,102,60,74,95,-10,"Gm",0
"Miss You","The Rolling Stones","5-Aug-78",1,9.67,"Funk/Soul",225,1,1,0,35,110,71,80,85,-5,"Am",0
"Three Times a Lady","Commodores","12-Aug-78",2,6,"Pop",217,1,0,1,29,151,8,39,18,-21,"Ab",0
"Grease","Frankie Valli","26-Aug-78",2,6.33,"Funk/Soul",206,1,1,0,44,110,37,82,85,-12,"Bb",0
"Boogie Oogie Oogie","A Taste of Honey","9-Sep-78",3,6.67,"Funk/Soul",338,2,0,1,NA,124,52,83,91,-11,"Dm",0
"Kiss You All Over","Exile","30-Sep-78",4,5.67,"Rock",296,1,1,0,34,103,30,67,57,-17,"C",0
"Hot Child in the City","Nick Gilder","28-Oct-78",1,6.33,"Rock",215,1,1,0,26,111,66,73,82,-7,"E",0
"You Needed Me","Anne Murray","4-Nov-78",1,4,"Pop",220,0,1,0,33,62,30,50,17,-11,"A",0
"MacArthur Park","Donna Summer","11-Nov-78",3,7,"Funk/Soul",235,0,0,1,29,131,67,58,45,-12,"Multiple Keys",0
"You Don't Bring Me Flowers","Barbra Streisand & Neil Diamond","2-Dec-78",2,4.33,"Pop",195,2,1,0,37,67,12,16,24,-18,"C",0
"Le Freak","Chic","9-Dec-78",6,8.33,"Funk/Soul",216,2,0,1,26,120,55,83,89,-14,"C",0
"Too Much Heaven","Bee Gees","6-Jan-79",3,6,"Funk/Soul",296,1,1,0,32,166,44,50,35,-13,"Db",0
"Do Ya Think I'm Sexy?","Rod Stewart","10-Feb-79",4,7.67,"Funk/Soul",326,1,1,0,34,112,47,72,88,-15,"Dm",1
"I Will Survive","Gloria Gaynor","10-Mar-79",3,10,"Funk/Soul",198,0,0,1,29,117,73,78,53,-9,"C",0
"Tragedy","Bee Gees","24-Mar-79",2,8,"Rock",303,1,1,0,32,118,53,67,81,-11,"Bm",0
"What a Fool Believes","The Doobie Brothers","14-Apr-79",1,4,"Pop",224,1,2,2,27,121,38,76,99,-15,"Db",0
"Knock On Wood","Amii Stewart","21-Apr-79",1,3.67,"Electronic/Dance",227,0,0,1,23,139,87,69,67,-6,"Ab",0
"Heart of Glass","Blondie","28-Apr-79",1,9.33,"Funk/Soul",229,2,1,0,33,115,65,77,69,-6,"E",1
"Reunited","Peaches & Herb","5-May-79",4,4.67,"Funk/Soul",345,2,0,1,36,76,50,56,34,-10,"Db",0
"Hot Stuff","Donna Summer","2-Jun-79",3,9,"Funk/Soul",226,0,0,1,30,121,70,82,97,-12,"Gm",0
"Love You Inside Out","Bee Gees","9-Jun-79",1,7,"Funk/Soul",228,1,1,0,32,95,52,71,83,-11,"Bm",0
"Ring My Bell","Anita Ward","30-Jun-79",2,7,"Funk/Soul",212,0,0,1,22,126,54,78,97,-13,"Fm",0
"Bad Girls","Donna Summer","14-Jul-79",5,9,"Funk/Soul",295,0,0,1,30,121,70,86,97,-15,"Dm",0
"Good Times","Chic","18-Aug-79",1,9.33,"Funk/Soul",224,2,0,1,26,111,71,86,82,-11,"Bm",0
"My Sharona","The Knack","25-Aug-79",6,8,"Rock",239,1,1,0,27,148,75,62,86,-7,"Multiple Keys",0
"Sad Eyes","Robert John","6-Oct-79",1,5.33,"Rock",213,1,1,0,33,72,38,55,71,-11,"C",0
"Don't Stop 'Til You Get Enough","Michael Jackson","13-Oct-79",1,10,"Funk/Soul",365,1,0,1,21,119,82,88,95,-10,"B",0
"Rise","Herb Alpert","20-Oct-79",2,5,"Jazz",230,1,1,0,44,99,45,81,90,-11,"Multiple Keys",0
"Pop Muzik","M","3-Nov-79",1,7,"Electronic/Dance",201,1,1,0,32,111,73,94,97,-10,"Db",0
"Heartache Tonight","Eagles","10-Nov-79",1,5.67,"Rock",265,1,1,0,31,113,51,81,86,-6,"G",0
"Still","Commodores","17-Nov-79",1,3.67,"Pop",224,1,0,1,29,125,17,35,34,-14,"Db",0
"No More Tears (Enough is Enough)","Barbra Streisand & Donna Summer","24-Nov-79",2,7.33,"Funk/Soul",288,0,2,2,34,135,67,57,19,-8,"Dm",0
"Babe","Styx","8-Dec-79",2,4.33,"Rock",242,1,1,0,32,169,20,27,9,-14,"D",0
"Escape (The Piña Colada Song)","Rupert Holmes","22-Dec-79",3,5.33,"Rock",231,1,1,0,32,141,66,78,88,-10,"C",0
"Please Don't Go","KC & the Sunshine Band","5-Jan-80",1,6.33,"Funk/Soul",230,1,2,2,28,96,62,48,44,-11,"Db",0
"Rock With You","Michael Jackson","19-Jan-80",4,9.33,"Funk/Soul",203,1,0,1,21,115,70,80,85,-7,"Db",0
"Do That to Me One More Time","Captain & Tennille","16-Feb-80",1,3.33,"Rock",251,2,1,0,38,90,45,69,46,-11,"C",0
"Crazy Little Thing Called Love","Queen","23-Feb-80",4,6.33,"Rock",263,1,2,0,33,77,76,60,71,-7,"D",0
"Another Brick in the Wall, Pt. 2","Pink Floyd","22-Mar-80",4,6,"Rock;Funk/Soul",198,1,1,0,36,104,39,69,72,-16,"Dm",0
"Call Me","Blondie","19-Apr-80",6,8,"Rock",212,2,1,0,34,143,83,55,77,-7,"Dm",0
"Funkytown","Lipps Inc.","31-May-80",4,7,"Funk/Soul",239,2,2,2,24,122,45,89,26,-14,"C",0
"Coming Up","Paul McCartney","28-Jun-80",3,6.33,"Rock",248,1,1,0,38,137,75,58,68,-8,"E",0
"It's Still Rock and Roll to Me","Billy Joel","19-Jul-80",2,7,"Rock",176,1,1,0,31,141,68,75,54,-8,"C",0
"Magic","Olivia Newton-John","2-Aug-80",4,4.33,"Rock",269,0,1,0,31,104,50,70,59,-9,"D",0
"Sailing","Christopher Cross","30-Aug-80",1,6.67,"Rock",256,1,1,0,29,150,38,47,18,-13,"A",0
"Upside Down","Diana Ross","6-Sep-80",4,6.67,"Funk/Soul",245,0,0,1,36,108,86,87,88,-9,"Multiple Keys",0
"Another One Bites the Dust","Queen","4-Oct-80",3,8.67,"Funk/Soul",215,1,2,0,34,110,53,93,76,-6,"Fm",0
"Woman in Love","Barbra Streisand","25-Oct-80",3,5,"Pop",231,0,1,0,38,170,28,47,33,-16,"Ebm",0
"Lady","Kenny Rogers","15-Nov-80",6,5,"Pop",231,1,1,0,42,137,18,36,20,-16,"Ebm",0
"(Just Like) Starting Over","John Lennon","27-Dec-80",5,7.67,"Rock",234,1,1,0,40,99,79,70,42,-6,"A",0
"The Tide is High","Blondie","31-Jan-81",1,6.67,"Reggae",233,2,1,0,35,97,67,78,96,-7,"B",0
"Celebration","Kool & the Gang","7-Feb-81",2,7,"Funk/Soul",221,1,0,1,30,122,84,83,96,-5,"Ab",0
"9 to 5","Dolly Parton","21-Feb-81",2,7.33,"Pop",162,0,1,0,35,105,78,55,81,-6,"Gb",0
"I Love a Rainy Night","Eddie Rabbit","28-Feb-81",2,6.33,"Pop",191,1,1,0,39,131,72,69,96,-8,"C",0
"Keep on Loving You","REO Speedwagon","21-Mar-81",1,6.67,"Rock",200,1,1,0,29,175,72,31,41,-6,"C",0
"Rapture","Blondie","28-Mar-81",2,6,"Funk/Soul;Electronic/Dance",391,2,1,0,35,108,85,70,81,-6,"Em",0
"Kiss On My List","Daryl Hall & John Oates","11-Apr-81",3,5.33,"Pop",232,1,1,0,34,121,74,81,96,-9,"C",0
"Morning Train (Nine to Five)","Sheena Easton","2-May-81",2,6.33,"Pop",300,0,1,0,22,122,51,80,80,-11,"Ab",0
"Bette Davis Eyes","Kim Carnes","16-May-81",9,7.33,"Rock",328,0,1,0,35,117,65,68,60,-10,"F",0
"Stars on 45","Stars on 45","20-Jun-81",1,3.33,"Funk/Soul",288,2,1,0,34,123,65,78,97,-11,"G",0
"The One That You Love","Air Supply","25-Jul-81",1,4,"Pop",259,1,1,0,32,110,48,40,18,-8,"F",0
"Jessie's Girl","Rick Springfield","1-Aug-81",2,8,"Rock",194,1,1,0,31,132,83,73,82,-6,"D",0
"Endless Love","Diana Ross & Lionel Richie","15-Aug-81",9,6,"Pop",266,2,0,1,35,94,33,46,24,-10,"Bb",0
"Arthur's Theme (The Best That You Can Do)","Christopher Cross","17-Oct-81",3,8.67,"Pop",236,1,1,0,30,137,51,53,52,-11,"A",0
"Private Eyes","Daryl Hall & John Oates","7-Nov-81",2,5,"Rock",217,1,1,0,34,121,94,85,84,-7,"Am",0
"Physical","Olivia Newton-John","21-Nov-81",10,4.33,"Pop",225,0,1,0,33,124,63,83,90,-11,"Em",1
"I Can't Go For That (No Can Do)","Daryl Hall & John Oates","30-Jan-82",1,5,"Pop",225,1,1,0,34,111,49,85,97,-8,"Multiple Keys",0
"Centerfold","The J. Geils Band","6-Feb-82",6,7.33,"Rock",216,1,1,0,35,114,68,65,89,-12,"C",0
"I Love Rock 'n' Roll","Joan Jett & the Blackhearts","20-Mar-82",7,5,"Rock",175,2,1,0,23,94,72,54,90,-5,"Em",0
"Chariots of Fire","Vangelis","8-May-82",1,4.67,"Electronic/Dance;Classical",202,1,1,0,39,136,44,44,4,-10,"Db",0
"Ebony & Ivory","Paul McCartney & Stevie Wonder","15-May-82",7,4.33,"Pop",220,1,2,2,36,81,46,64,81,-15,"E",0
"Don't You Want Me","The Human League","3-Jul-82",3,6.33,"Electronic/Dance",236,2,1,0,26,118,74,73,96,-8,"C",0
"Eye of the Tiger","Survivor","24-Jul-82",6,6,"Rock",227,1,1,0,29,109,48,82,56,-13,"Cm",0
"Abracadabra","Steve Miller Band","4-Sep-82",2,3.33,"Rock",219,1,2,2,38,127,54,79,96,-13,"Am",0
"Hard to Say I'm Sorry","Chicago","11-Sep-82",2,4.33,"Pop",221,1,1,0,37,145,42,54,26,-7,"Multiple Keys",0
"Jack and Diane","John Cougar","2-Oct-82",4,9.67,"Rock",254,1,1,0,30,104,41,82,62,-8,"A",0
"Who Can It Be Now?","Men at Work","30-Oct-82",1,5,"Rock",201,1,1,0,29,128,48,81,96,-15,"E",0
"Up Where We Belong","Joe Cocker & Jennifer Warnes","6-Nov-82",3,5,"Pop",233,2,1,0,37,139,43,57,36,-9,"Multiple Keys",0
"Truly","Lionel Richie","27-Nov-82",2,4.67,"Pop",200,1,0,1,33,68,24,37,13,-14,"Db",0
"Mickey","Toni Basil","11-Dec-82",1,3.33,"Rock",216,0,1,0,39,93,60,60,98,-4,"E",0
"Maneater","Daryl Hall & John Oates","18-Dec-82",4,5,"Pop",273,1,1,0,35,89,50,72,83,-13,"D",0
"Down Under","Men at Work","15-Jan-83",4,5.67,"Rock",220,1,1,0,29,107,79,75,89,-5,"Bm",0
"Africa","Toto","5-Feb-83",1,5.33,"Pop",261,1,1,0,35,92,57,63,70,-8,"E",0
"Baby, Come to Me","Patti Austin & James Ingram","19-Feb-83",2,5,"Funk/Soul",215,2,0,1,32,90,50,63,70,-12,"Multiple Keys",0
"Billie Jean","Michael Jackson","5-Mar-83",7,8.33,"Rock;Funk/Soul",294,1,0,1,24,117,65,92,85,-3,"Gbm",0
"Come on Eileen","Dexys Midnight Runners","23-Apr-83",1,5,"Rock",243,2,1,0,29,108,70,42,91,-7,"Multiple Keys",0
"Beat It","Michael Jackson","30-Apr-83",3,8.67,"Rock",258,1,0,1,24,139,87,78,92,-4,"Ebm",0
"Let's Dance","David Bowie","21-May-83",1,8.33,"Rock;Funk/Soul",248,1,1,0,36,114,63,64,73,-11,"Multiple Keys",0
"Flashdance … What a Feeling","Irene Cara","28-May-83",6,6,"Pop",233,0,0,1,24,124,55,65,49,-10,"Gm",0
"Every Breath You Take","The Police","9-Jul-83",8,7.33,"Pop",234,1,1,0,31,117,45,82,74,-10,"Multiple Keys",0
"Sweet Dreams (Are Made of This)","Eurythmics","3-Sep-83",1,6.33,"Electronic/Dance",216,2,1,0,32,125,71,69,88,-7,"Cm",0
"Maniac","Michael Sembello","10-Sep-83",2,5,"Rock;Electronic/Dance",244,1,1,0,29,159,53,62,83,-12,"Ebm",0
"Tell Her About It","Billy Joel","24-Sep-83",1,5,"Pop;Funk/Soul",229,1,1,0,34,91,89,56,74,-5,"Bb",0
"Total Eclipse of the Heart","Bonnie Tyler","1-Oct-83",4,7.67,"Rock",267,0,1,0,32,131,72,43,19,-6,"Ab",0
"Islands in the Stream","Kenny Rogers & Dolly Parton","29-Oct-83",2,6.33,"Pop",251,2,1,0,41,102,41,62,74,-12,"Multiple Keys",0
"All Night Long (All Night)","Lionel Richie","12-Nov-83",4,8.33,"Pop;Calypso",260,1,0,1,34,109,58,74,78,-12,"Ab",0
"Say Say Say","Paul McCartney & Michael Jackson","10-Dec-83",6,5,"Pop;Funk/Soul",234,1,2,2,33,118,53,81,84,-16,"Bbm",0
"Owner of a Lonely Heart","Yes","21-Jan-84",2,5,"Rock",230,1,1,0,39,125,80,74,89,-6,"Am",0
"Karma Chameleon","Culture Club","4-Feb-84",3,5.67,"Pop",238,1,2,2,22,92,67,67,94,-9,"Bb",0
"Jump","Van Halen","25-Feb-84",5,6.67,"Rock",240,1,1,0,29,130,83,57,80,-6,"Multiple Keys",0
"Footloose","Kenny Loggins","31-Mar-84",3,7,"Rock",226,1,1,0,36,174,90,58,65,-6,"Bb",0
"Against All Odds (Take a Look at Me Now)","Phil Collins","21-Apr-84",3,6,"Pop",206,1,1,0,33,16,50,58,11,-7,"Db",0
"Hello","Lionel Richie","12-May-84",2,4.67,"Pop",254,1,0,1,34,61,25,49,6,-14,"Am",0
"Let's Hear it For the Boy","Deniece Williams","26-May-84",2,6,"Pop",262,0,0,1,32,123,49,81,71,-9,"C",0
"Time After Time","Cyndi Lauper","9-Jun-84",2,7,"Pop",241,0,1,0,30,130,45,73,29,-9,"C",0
"The Reflex","Duran Duran","23-Jun-84",2,3.67,"Rock",266,1,1,0,25,127,89,55,82,-7,"C",0
"When Doves Cry","Prince","7-Jul-84",5,7.67,"Funk/Soul",228,1,0,1,26,127,89,88,89,-10,"Am",0
"Ghostbusters","Ray Parker, Jr.","11-Aug-84",3,2.67,"Rock",241,1,0,1,30,115,72,78,79,-10,"Multiple Keys",0
"What's Love Got to Do With It","Tina Turner","1-Sep-84",3,6,"Rock",226,0,1,0,44,98,41,85,79,-12,"B",0
"Missing You","John Waite","22-Sep-84",1,7.33,"Pop",270,1,1,0,32,104,55,55,59,-10,"Gb",0
"Let's Go Crazy","Prince","29-Sep-84",2,7.67,"Rock",227,1,0,1,26,98,92,52,49,-8,"Gb",1
"I Just Called to Say I Love You","Stevie Wonder","13-Oct-84",3,6.67,"Pop",260,1,0,1,34,114,56,75,67,-9,"Db",0
"Caribbean Queen (No More Love on the Run)","Billy Ocean","3-Nov-84",2,5,"Rock;Funk/Soul",221,1,0,1,34,114,59,81,96,-9,"Dm",0
"Wake Me Up Before You Go-Go","Wham!","17-Nov-84",3,7.33,"Pop",231,1,1,0,21,82,57,62,90,-12,"C",0
"Out of Touch","Daryl Hall & John Oates","8-Dec-84",2,6,"Pop",247,1,1,0,37,115,72,80,93,-6,"Am",0
"Like a Virgin","Madonna","22-Dec-84",6,6.67,"Pop",218,0,1,0,26,120,66,77,97,-11,"Gb",1
"I Want to Know What Love Is","Foreigner","2-Feb-85",2,5.33,"Pop",304,1,1,0,34,81,47,48,42,-10,"Gb",0
"Careless Whisper","Wham!","16-Feb-85",3,4,"Funk/Soul",300,1,1,0,21,153,63,57,79,-9,"Dm",0
"Can't Fight This Feeling","REO Speedwagon","9-Mar-85",3,6.33,"Rock",295,1,1,0,33,156,48,41,19,-11,"A",0
"One More Night","Phil Collins","30-Mar-85",2,3.33,"Pop",262,1,1,0,34,136,44,53,34,-9,"Multiple Keys",0
"We Are the World","USA for Africa","13-Apr-85",4,7.67,"Pop",382,2,2,2,31,73,45,53,29,-15,"E",0
"Crazy for You","Madonna","11-May-85",1,7,"Pop",224,0,1,0,26,95,72,66,51,-7,"E",0
"Don't You (Forget About Me)","Simple Minds","18-May-85",1,6.33,"Rock",263,1,2,2,25,111,82,66,68,-7,"D",0
"Everything She Wants","Wham!","25-May-85",2,3.67,"Pop",302,1,1,0,21,115,46,90,96,-16,"Gbm",1
"Everybody Wants to Rule the World","Tears for Fears","8-Jun-85",2,7.33,"Electronic/Dance",251,1,1,0,23,112,80,64,54,-12,"D",0
"Heaven","Bryan Adams","22-Jun-85",2,6.67,"Rock",243,1,1,0,25,140,59,38,34,-7,"Am",0
"Sussudio","Phil Collins","6-Jul-85",1,4.67,"Electronic/Dance",263,1,1,0,34,121,94,71,73,-5,"F",0
"A View to a Kill","Duran Duran","13-Jul-85",2,4.33,"Rock",207,1,1,0,33,125,81,71,78,-5,"Multiple Keys",0
"Everytime You Go Away","Paul Young","27-Jul-85",1,6,"Pop",260,1,1,0,29,164,64,61,71,-11,"F",0
"Shout","Tears for Fears","3-Aug-85",3,6.67,"Electronic/Dance",246,1,1,0,23,97,93,54,43,-10,"Gm",1
"The Power of Love","Huey Lewis & the News","24-Aug-85",2,6.67,"Rock",234,1,1,0,35,119,83,77,96,-5,"F",0
"St. Elmo's Fire (Man in Motion)","John Parr","7-Sep-85",2,3.33,"Rock",251,1,1,0,32,111,60,61,47,-11,"Multiple Keys",0
"Money for Nothing","Dire Straits","21-Sep-85",3,8,"Rock",249,1,1,0,36,134,68,68,83,-10,"Gm",1
"Oh Sheila","Ready for the World","12-Oct-85",1,4.67,"Electronic/Dance",216,1,0,1,NA,130,94,76,74,-4,"G",0
"Take on Me","a-ha","19-Oct-85",1,7.33,"Electronic/Dance",225,1,1,0,26,84,90,57,88,-8,"Gbm",0
"Saving All My Love for You","Whitney Houston","26-Oct-85",1,9,"Pop",218,0,0,1,22,99,26,64,26,-15,"Gbm",0
"Part-Time Lover","Stevie Wonder","2-Nov-85",1,6.33,"Pop",222,1,0,1,35,174,82,69,95,-7,"Bbm",0
"Miami Vice Theme","Jan Hammer","9-Nov-85",1,3.33,"Electronic/Dance",147,1,1,0,35,116,93,55,75,-6,"C",0
"We Built This City","Starship","16-Nov-85",2,2.67,"Rock",277,2,1,0,41,144,81,66,73,-9,"F",0
"Separate Lives","Phil Collins & Marilyn Martin","30-Nov-85",1,4,"Pop",269,2,1,0,33,93,31,32,19,-9,"E",0
"Broken Wings","Mr. Mister","7-Dec-85",2,5.33,"Rock",275,1,1,0,32,99,54,54,49,-12,"Dbm",0
"Say You, Say Me","Lionel Richie","21-Dec-85",4,6.67,"Pop",241,1,0,1,36,128,41,64,26,-11,"Ab",0
"That's What Friends are For","Dionne & Friends","18-Jan-86",4,5.67,"Pop",256,2,2,2,45,120,29,67,20,-15,"Eb",0
"How Will I Know","Whitney Houston","15-Feb-86",2,7.67,"Electronic/Dance",275,0,0,1,22,119,54,83,93,-13,"Multiple Keys",0
"Kyrie","Mr. Mister","1-Mar-86",2,4,"Rock",257,1,1,0,32,90,68,49,62,-9,"C",0
"Sara","Starship","15-Mar-86",1,3.67,"Rock",292,2,1,0,41,100,81,64,37,-6,"Bb",0
"These Dreams","Heart","22-Mar-86",1,5.67,"Rock",228,2,1,0,34,79,53,54,30,-10,"B",0
"Rock Me Amadeus","Falco","29-Mar-86",3,3.33,"Electronic/Dance",202,1,1,0,29,88,82,61,89,-9,"Am",0
"Kiss","Prince","19-Apr-86",2,6.67,"Funk/Soul",226,1,0,1,27,111,27,90,74,-12,"A",0
"Addicted to Love","Robert Palmer","3-May-86",1,6,"Rock",235,1,1,0,37,111,81,62,97,-6,"A",0
"West End Girls","Pet Shop Boys","10-May-86",1,7.67,"Electronic/Dance",240,1,1,0,29,113,95,62,60,-7,"Em",0
"Greatest Love of All","Whitney Houston","17-May-86",3,8,"Pop",291,0,0,1,22,131,31,50,25,-16,"A",0
"Live to Tell","Madonna","7-Jun-86",1,4.67,"Pop",353,0,1,0,27,110,31,67,27,-14,"Dm",0
"On My Own","Patti LaBelle & Michael McDonald","14-Jun-86",3,6.33,"Funk/Soul",290,2,2,2,38,92,40,62,48,-13,"F",0
"There'll Be Sad Songs (To Make You Cry)","Billy Ocean","5-Jul-86",1,3.67,"Funk/Soul",292,1,0,1,36,80,46,56,26,-8,"Multiple Keys",0
"Holding Back the Years","Simply Red","12-Jul-86",1,6.33,"Funk/Soul",266,2,1,0,26,86,51,67,57,-10,"Am",0
"Invisible Touch","Genesis","19-Jul-86",1,7,"Pop",209,1,1,0,35,131,88,66,84,-6,"Multiple Keys",0
"Sledgehammer","Peter Gabriel","26-Jul-86",1,7.67,"Rock",291,1,1,0,36,96,61,65,64,-8,"Eb",0
"Glory of Love","Peter Cetera","2-Aug-86",2,4.33,"Pop",288,1,1,0,41,145,58,52,31,-8,"F",0
"Papa Don't Preach","Madonna","16-Aug-86",2,6.33,"Electronic/Dance",269,0,1,0,28,122,91,81,97,-9,"Fm",0
"Higher Love","Steve Winwood","30-Aug-86",1,7.67,"Funk/Soul;Pop",252,1,1,0,38,99,89,70,91,-7,"F",0
"Venus","Bananarama","6-Sep-86",1,5.33,"Electronic/Dance",229,0,1,0,26,126,96,72,91,-5,"G",0
"Take My Breath Away","Berlin","13-Sep-86",1,4,"Pop",242,2,1,0,25,96,61,48,58,-13,"Ab",0
"Stuck with You","Huey Lewis & the News","20-Sep-86",3,6.33,"Rock",269,1,1,0,36,121,54,70,63,-11,"C",0
"When I Think of You","Janet Jackson","11-Oct-86",2,6.33,"Pop",235,0,0,1,20,116,64,76,71,-11,"A",0
"True Colors","Cyndi Lauper","25-Oct-86",2,6.67,"Pop",226,0,1,0,33,172,14,39,26,-17,"C",0
"Amanda","Boston","8-Nov-86",2,5,"Rock",256,1,1,0,39,125,42,45,26,-14,"G",0
"Human","The Human League","22-Nov-86",1,5.67,"Pop",229,2,1,0,31,101,53,64,52,-11,"Ab",0
"You Give Love a Bad Name","Bon Jovi","29-Nov-86",1,5.67,"Rock",222,1,1,0,24,123,96,54,81,-3,"Cm",1
"The Next Time I Fall","Peter Cetera & Amy Grant","6-Dec-86",1,5,"Pop",225,2,1,0,34,118,35,66,37,-13,"Ab",0
"The Way It Is","Bruce Hornsby & the Range","13-Dec-86",1,7.67,"Pop",298,1,1,0,32,111,69,58,53,-12,"G",0
"Walk Like an Egyptian","The Bangles","20-Dec-86",4,7.33,"Rock",204,0,1,0,28,103,89,72,82,-8,"B",0
"Shake You Down","Gregory Abbott","17-Jan-87",1,3.67,"Funk/Soul",245,1,0,1,32,95,47,79,83,-10,"D",0
"At This Moment","Billy Vera & the Beaters","24-Jan-87",2,6,"Funk/Soul",261,1,1,0,42,85,26,32,15,-11,"Gb",0
"Open Your Heart","Madonna","7-Feb-87",1,5.67,"Electronic/Dance",253,0,1,0,28,114,88,62,89,-9,"F",0
"Livin' on a Prayer","Bon Jovi","24-Feb-87",4,5.33,"Rock",249,1,1,0,24,123,89,53,80,-4,"Multiple Keys",0
"Jacob's Ladder","Huey Lewis & the News","14-Mar-87",1,6,"Rock",213,1,1,0,36,118,58,67,66,-13,"F",0
"Lean on Me","Club Nouveau","21-Mar-87",2,4.33,"Electronic/Dance",250,2,0,1,NA,89,67,74,69,-9,"C",0
"Nothing's Gonna Stop Us Now","Starship","4-Apr-87",2,6,"Pop",270,2,1,0,42,96,80,64,53,-5,"Gb",0
"I Knew You Were Waiting (For Me)","Aretha Franklin & George Michael","18-Apr-87",2,5.33,"Rock",238,2,2,2,34,108,84,72,68,-5,"E",0
"(I Just) Died in Your Arms","Cutting Crew","2-May-87",2,4,"Rock",280,1,1,0,28,125,73,62,51,-11,"Bm",0
"With or Without You","U2","16-May-87",3,9.33,"Rock",354,1,1,0,27,110,54,55,12,-7,"D",0
"You Keep Me Hangin' On","Kim Wilde","6-Jun-87",1,5,"Electronic/Dance",255,0,1,0,26,123,68,69,71,-12,"Multiple Keys",0
"Always","Atlantic Starr","13-Jun-87",1,3.67,"Pop",239,2,0,1,23,132,47,59,36,-10,"G",0
